,Name,Population,White,Black or African American,American Indian and Alaskan Native,Asian,Native Hawaiian and Other Pacific Islander,Other,Broadband (%),GEO ID
1747,"Churchill County, Nevada",24022.0,21178.0,774.0,1417.0,1037.0,171.0,519.0,0.52589643,0500000US32001
1748,"Douglas County, Nevada",47632.0,43183.0,554.0,1375.0,1492.0,532.0,2166.0,0.48631582,0500000US32005
1749,"Lander County, Nevada",5887.0,5297.0,3.0,482.0,3.0,29.0,141.0,0.48936167,0500000US32015
1750,"Pershing County, Nevada",6661.0,5632.0,364.0,288.0,106.0,50.0,354.0,0.37931034,0500000US32027
1751,"Eureka County, Nevada",1728.0,1697.0,2.0,29.0,0.0,0.0,0.0,0.14285713,0500000US32011
1752,"Humboldt County, Nevada",17088.0,15471.0,232.0,919.0,193.0,38.0,681.0,0.43220341,0500000US32013
1753,"Mineral County, Nevada",4471.0,2928.0,64.0,1316.0,241.0,0.0,121.0,0.25806451,0500000US32021
1754,"White Pine County, Nevada",9858.0,8549.0,498.0,664.0,83.0,17.0,131.0,0.40298507,0500000US32033
1755,"Elko County, Nevada",52377.0,46676.0,966.0,3124.0,800.0,133.0,1656.0,0.4906832,0500000US32007
1756,"Lincoln County, Nevada",5203.0,4564.0,182.0,185.0,74.0,3.0,240.0,0.16,0500000US32017
1757,"Nye County, Nevada",43296.0,36922.0,1593.0,1154.0,1009.0,266.0,3517.0,0.40384617,0500000US32023
1758,"Storey County, Nevada",3891.0,3700.0,30.0,93.0,132.0,20.0,17.0,0.29411763,0500000US32029
1759,"Washoe County, Nevada",445551.0,371375.0,14552.0,12073.0,32204.0,5574.0,30586.0,0.85399473,0500000US32031
1760,"Clark County, Nevada",2112436.0,1384268.0,275403.0,31806.0,251853.0,31546.0,256343.0,0.83299035,0500000US32003
1761,"Carson City, Nevada",54219.0,45419.0,1339.0,2020.0,1958.0,192.0,5260.0,0.47,0500000US32510
1762,"Lyon County, Nevada",52303.0,46841.0,1044.0,2268.0,1045.0,426.0,2966.0,0.4594017,0500000US32019
1763,"Monmouth County, New Jersey",627551.0,525387.0,51600.0,3427.0,38503.0,852.0,21278.0,0.92005998,0500000US34025
1764,"Mercer County, New Jersey",373362.0,243228.0,79769.0,1782.0,43195.0,692.0,13199.0,0.81732446,0500000US34021
1765,"Sussex County, New Jersey",143570.0,135475.0,3666.0,674.0,3804.0,99.0,2210.0,0.91705102,0500000US34037
1766,"Cumberland County, New Jersey",154952.0,107478.0,34657.0,3259.0,3148.0,148.0,14191.0,0.76941347,0500000US34011
1767,"Somerset County, New Jersey",333316.0,230989.0,34385.0,1748.0,60447.0,87.0,13078.0,0.94021273,0500000US34035
1768,"Essex County, New Jersey",800401.0,353015.0,331808.0,5058.0,46649.0,1263.0,85172.0,0.84048676,0500000US34013
1769,"Ocean County, New Jersey",589699.0,546475.0,22640.0,2876.0,13790.0,397.0,13612.0,0.82687014,0500000US34029
1770,"Atlantic County, New Jersey",272926.0,188866.0,47229.0,2281.0,25368.0,1013.0,18472.0,0.8344723,0500000US34001
1771,"Gloucester County, New Jersey",291372.0,244284.0,34526.0,1648.0,10941.0,358.0,8204.0,0.92143965,0500000US34015
1772,"Middlesex County, New Jersey",837288.0,511136.0,91769.0,4801.0,210090.0,1188.0,39812.0,0.85358518,0500000US34023
1773,"Salem County, New Jersey",63776.0,53116.0,9757.0,501.0,874.0,11.0,1463.0,0.81106538,0500000US34033
1774,"Passaic County, New Jersey",510563.0,333036.0,69658.0,5256.0,31255.0,648.0,89074.0,0.82961518,0500000US34031
1775,"Cape May County, New Jersey",94549.0,87743.0,5119.0,458.0,1292.0,190.0,1496.0,0.88101786,0500000US34009
1776,"Camden County, New Jersey",510996.0,334576.0,109340.0,4584.0,32992.0,523.0,46225.0,0.88545871,0500000US34007
1777,"Bergen County, New Jersey",937920.0,682177.0,65355.0,4401.0,162529.0,1013.0,46254.0,0.93522704,0500000US34003
1778,"Union County, New Jersey",557320.0,326531.0,124780.0,3427.0,31954.0,652.0,84951.0,0.85402387,0500000US34039
1779,"Warren County, New Jersey",107088.0,97089.0,5328.0,578.0,3757.0,76.0,2013.0,0.91645479,0500000US34041
1780,"Hudson County, New Jersey",679756.0,393494.0,94057.0,5542.0,110255.0,1152.0,99315.0,0.85975951,0500000US34017
1781,"Hunterdon County, New Jersey",125717.0,115570.0,3773.0,520.0,5840.0,193.0,1637.0,0.9333477,0500000US34019
1782,"Burlington County, New Jersey",449192.0,339912.0,84373.0,5534.0,27816.0,929.0,12060.0,0.91166639,0500000US34005
1783,"Morris County, New Jersey",498847.0,415434.0,19503.0,2173.0,55833.0,579.0,16597.0,0.93730426,0500000US34027
1784,"San Juan County, New Mexico",128221.0,70204.0,1530.0,52448.0,1124.0,226.0,6719.0,0.65627372,0500000US35045
1785,"Quay County, New Mexico",8447.0,7627.0,228.0,159.0,113.0,26.0,574.0,0.5,0500000US35037
1786,"Lincoln County, New Mexico",19497.0,18234.0,184.0,656.0,180.0,40.0,743.0,0.41249999,0500000US35027
1787,"Chaves County, New Mexico",65454.0,55704.0,1405.0,1570.0,844.0,43.0,7700.0,0.72457123,0500000US35005
1788,"Lea County, New Mexico",69505.0,62616.0,3408.0,1150.0,139.0,59.0,3825.0,0.81297439,0500000US35025
1789,"Santa Fe County, New Mexico",147514.0,125773.0,1894.0,6719.0,2664.0,189.0,14462.0,0.8113906999999999,0500000US35049
1790,"Union County, New Mexico",4216.0,3671.0,64.0,222.0,11.0,0.0,403.0,0.58620691,0500000US35059
1791,"Sierra County, New Mexico",11254.0,10653.0,124.0,415.0,87.0,0.0,293.0,0.30107528,0500000US35051
1792,"Socorro County, New Mexico",17098.0,14024.0,55.0,2097.0,944.0,0.0,842.0,0.44680852,0500000US35053
1793,"Roosevelt County, New Mexico",19313.0,14713.0,697.0,426.0,226.0,32.0,4044.0,0.41525424,0500000US35041
1794,"Los Alamos County, New Mexico",18031.0,16204.0,143.0,332.0,1462.0,84.0,584.0,0.61849713,0500000US35028
1795,"Rio Arriba County, New Mexico",39455.0,22715.0,438.0,6813.0,225.0,16.0,10285.0,0.36637932,0500000US35039
1796,"San Miguel County, New Mexico",28203.0,15061.0,609.0,716.0,375.0,56.0,12415.0,0.43888891,0500000US35047
1797,"Otero County, New Mexico",65130.0,53122.0,3050.0,5096.0,1360.0,151.0,4959.0,0.84249151,0500000US35035
1798,"Valencia County, New Mexico",75845.0,63174.0,1193.0,4236.0,968.0,111.0,8645.0,0.67231834,0500000US35061
1799,"Torrance County, New Mexico",15534.0,14740.0,347.0,612.0,139.0,0.0,390.0,0.55199999,0500000US35057
1800,"Bernalillo County, New Mexico",674855.0,520137.0,26060.0,40012.0,26693.0,1383.0,90318.0,0.83703077,0500000US35001
1801,"Cibola County, New Mexico",27049.0,12795.0,445.0,11671.0,184.0,37.0,2571.0,0.51655626,0500000US35006
1802,"Guadalupe County, New Mexico",4426.0,3861.0,76.0,89.0,93.0,0.0,465.0,0.51282048,0500000US35019
1803,"Catron County, New Mexico",3547.0,3485.0,9.0,14.0,12.0,0.0,39.0,0.39285713,0500000US35003
1804,"Hidalgo County, New Mexico",4446.0,4280.0,78.0,55.0,0.0,0.0,137.0,0.3611111,0500000US35023
1805,"Luna County, New Mexico",24319.0,22585.0,329.0,378.0,203.0,9.0,1181.0,0.46385545,0500000US35029
1806,"McKinley County, New Mexico",72849.0,13948.0,820.0,57270.0,792.0,67.0,2636.0,0.49117965,0500000US35031
1807,"Sandoval County, New Mexico",138815.0,102309.0,4003.0,19746.0,3605.0,428.0,15327.0,0.82211459,0500000US35043
1808,"Taos County, New Mexico",32809.0,27428.0,355.0,2635.0,189.0,43.0,2870.0,0.33913043,0500000US35055
1809,"Grant County, New Mexico",28382.0,27022.0,315.0,706.0,440.0,8.0,556.0,0.416309,0500000US35017
1810,"Curry County, New Mexico",50283.0,35715.0,4079.0,949.0,1076.0,138.0,10515.0,0.45871559,0500000US35009
1811,"Colfax County, New Mexico",12522.0,11387.0,110.0,449.0,105.0,15.0,847.0,0.34615383,0500000US35007
1812,"Eddy County, New Mexico",56793.0,52530.0,991.0,1038.0,518.0,65.0,2351.0,0.53196347,0500000US35015
1813,"Harding County, New Mexico",546.0,535.0,0.0,1.0,0.0,1.0,36.0,0.125,0500000US35021
1814,"Mora County, New Mexico",4605.0,2669.0,3.0,3.0,0.0,0.0,1987.0,0.44444442,0500000US35033
1815,"Schoharie County, New York",31611.0,30657.0,638.0,252.0,337.0,35.0,126.0,0.47761193,0500000US36095
1816,"Bronx County, New York",1455846.0,335810.0,522027.0,19413.0,62550.0,3656.0,569272.0,0.78684074,0500000US36005
1817,"Onondaga County, New York",467669.0,387568.0,61664.0,7269.0,21311.0,658.0,6712.0,0.81182784,0500000US36067
1818,"Fulton County, New York",53955.0,51913.0,1447.0,359.0,533.0,18.0,514.0,0.57627118,0500000US36035
1819,"Clinton County, New York",81224.0,75050.0,3867.0,656.0,1410.0,52.0,1407.0,0.82824624,0500000US36019
1820,"Seneca County, New York",34843.0,32527.0,2101.0,322.0,330.0,12.0,210.0,0.58181822,0500000US36099
1821,"Rensselaer County, New York",159800.0,143428.0,14095.0,1476.0,5165.0,143.0,1794.0,0.88333941,0500000US36083
1822,"Putnam County, New York",99464.0,90583.0,3695.0,744.0,3132.0,62.0,3999.0,0.95548493,0500000US36079
1823,"Franklin County, New York",51054.0,42955.0,3235.0,3939.0,489.0,191.0,1287.0,0.44240838,0500000US36033
1824,"Herkimer County, New York",62943.0,61206.0,1248.0,370.0,544.0,91.0,385.0,0.60408163,0500000US36043
1825,"Ontario County, New York",109491.0,102980.0,3439.0,932.0,1841.0,240.0,1901.0,0.89954376,0500000US36069
1826,"Queens County, New York",2339280.0,979514.0,458104.0,22293.0,625155.0,6625.0,333025.0,0.86507642,0500000US36081
1827,"Steuben County, New York",97539.0,93961.0,2218.0,713.0,1679.0,15.0,428.0,0.83197069,0500000US36101
1828,"Hamilton County, New York",4646.0,4549.0,121.0,48.0,3.0,12.0,13.0,0.59090906,0500000US36041
1829,"Washington County, New York",62183.0,59194.0,2567.0,436.0,446.0,105.0,502.0,0.53631288,0500000US36115
1830,"Chautauqua County, New York",130846.0,123737.0,4842.0,1306.0,1156.0,56.0,2438.0,0.78598291,0500000US36013
1831,"Kings County, New York",2635121.0,1192043.0,902564.0,20962.0,343426.0,3364.0,249335.0,0.81991249,0500000US36047
1832,"New York County, New York",1653877.0,987440.0,282623.0,22488.0,221948.0,2927.0,216228.0,0.85107839,0500000US36061
1833,"Tioga County, New York",49322.0,48460.0,698.0,374.0,522.0,12.0,173.0,0.58783782,0500000US36107
1834,"Cayuga County, New York",78319.0,73819.0,4224.0,766.0,654.0,0.0,830.0,0.83111262,0500000US36011
1835,"Orleans County, New York",41584.0,37909.0,2982.0,456.0,357.0,47.0,736.0,0.63057321,0500000US36073
1836,"Saratoga County, New York",226632.0,214204.0,5590.0,1171.0,7731.0,252.0,1337.0,0.90478796,0500000US36091
1837,"Rockland County, New York",325027.0,236543.0,44118.0,2210.0,22851.0,354.0,27977.0,0.78576583,0500000US36087
1838,"Columbia County, New York",61481.0,56742.0,3705.0,492.0,1432.0,48.0,953.0,0.54388982,0500000US36021
1839,"Lewis County, New York",26845.0,26250.0,342.0,168.0,160.0,23.0,247.0,0.41509435,0500000US36049
1840,"Niagara County, New York",212675.0,190910.0,18085.0,3601.0,3057.0,372.0,1972.0,0.8259209999999999,0500000US36063
1841,"Westchester County, New York",975321.0,660332.0,156234.0,8201.0,67009.0,1054.0,113257.0,0.89744085,0500000US36119
1842,"Delaware County, New York",45950.0,44236.0,1107.0,289.0,575.0,46.0,408.0,0.53553301,0500000US36025
1843,"Essex County, New York",38233.0,36219.0,1336.0,527.0,220.0,21.0,746.0,0.49861497,0500000US36031
1844,"Montgomery County, New York",49500.0,45269.0,1902.0,351.0,609.0,19.0,3246.0,0.54975122,0500000US36057
1845,"Nassau County, New York",1363069.0,974677.0,177060.0,14597.0,136144.0,1172.0,111941.0,0.9381001,0500000US36059
1846,"Richmond County, New York",475948.0,364623.0,54922.0,3117.0,44259.0,770.0,20444.0,0.83164561,0500000US36085
1847,"St. Lawrence County, New York",110817.0,104937.0,3255.0,1628.0,1678.0,130.0,1351.0,0.83887148,0500000US36089
1848,"Schuyler County, New York",18112.0,17718.0,328.0,120.0,138.0,0.0,43.0,0.54022986,0500000US36097
1849,"Tompkins County, New York",104415.0,87671.0,5712.0,1025.0,12636.0,239.0,1515.0,0.89345163,0500000US36109
1850,"Warren County, New York",64701.0,62874.0,1204.0,468.0,725.0,47.0,251.0,0.85375106,0500000US36113
1851,"Chenango County, New York",48763.0,47711.0,687.0,500.0,437.0,84.0,326.0,0.59069765,0500000US36017
1852,"Cortland County, New York",48334.0,46708.0,1315.0,293.0,706.0,12.0,281.0,0.51662403,0500000US36023
1853,"Dutchess County, New York",295685.0,239696.0,36219.0,3076.0,13502.0,451.0,12589.0,0.91276979,0500000US36027
1854,"Jefferson County, New York",116567.0,104601.0,9403.0,1873.0,2772.0,599.0,2409.0,0.85599744,0500000US36045
1855,"Monroe County, New York",748680.0,586143.0,127512.0,8180.0,33073.0,904.0,17185.0,0.87922639,0500000US36055
1856,"Oneida County, New York",232324.0,203928.0,18248.0,1657.0,10417.0,160.0,4055.0,0.85031611,0500000US36065
1857,"Suffolk County, New York",1497595.0,1235988.0,132794.0,16812.0,68218.0,1248.0,87489.0,0.88893056,0500000US36103
1858,"Ulster County, New York",180129.0,160235.0,14575.0,2892.0,4757.0,206.0,5479.0,0.88568664,0500000US36111
1859,"Wyoming County, New York",40886.0,38077.0,2531.0,232.0,257.0,14.0,370.0,0.63218391,0500000US36121
1860,"Chemung County, New York",86883.0,79307.0,7290.0,738.0,1677.0,25.0,648.0,0.83881426,0500000US36015
1861,"Livingston County, New York",64373.0,61033.0,2110.0,521.0,1208.0,58.0,607.0,0.87968254,0500000US36051
1862,"Oswego County, New York",119833.0,116703.0,1890.0,1196.0,1272.0,122.0,955.0,0.88989371,0500000US36075
1863,"Otsego County, New York",60750.0,57908.0,1745.0,446.0,1151.0,16.0,766.0,0.55555558,0500000US36077
1864,"Greene County, New York",47791.0,43624.0,3261.0,440.0,678.0,5.0,682.0,0.52835822,0500000US36039
1865,"Wayne County, New York",91442.0,86919.0,3631.0,618.0,899.0,185.0,1182.0,0.86773753,0500000US36117
1866,"Albany County, New York",308580.0,244384.0,45448.0,2640.0,22361.0,501.0,5670.0,0.88514757,0500000US36001
1867,"Allegany County, New York",47400.0,45749.0,887.0,268.0,778.0,53.0,261.0,0.55641025,0500000US36003
1868,"Broome County, New York",196124.0,173871.0,14222.0,1524.0,9832.0,129.0,2287.0,0.86030555,0500000US36007
1869,"Cattaraugus County, New York",78175.0,73445.0,1884.0,3111.0,822.0,2.0,550.0,0.77886063,0500000US36009
1870,"Erie County, New York",923995.0,739426.0,136053.0,9394.0,36909.0,751.0,24707.0,0.85694486,0500000US36029
1871,"Madison County, New York",71760.0,68991.0,1867.0,672.0,878.0,88.0,331.0,0.84795219,0500000US36053
1872,"Schenectady County, New York",155239.0,124599.0,19158.0,1465.0,8565.0,449.0,6699.0,0.89370352,0500000US36093
1873,"Sullivan County, New York",75783.0,63961.0,8505.0,1067.0,1523.0,13.0,3610.0,0.86101919,0500000US36105
1874,"Genesee County, New York",58537.0,55186.0,2269.0,886.0,577.0,23.0,898.0,0.64199996,0500000US36037
1875,"Yates County, New York",25083.0,24436.0,394.0,174.0,200.0,2.0,190.0,0.57416266,0500000US36123
1876,"Orange County, New York",378174.0,290813.0,46853.0,3269.0,12437.0,891.0,37750.0,0.80276388,0500000US36071
1877,"Scotland County, North Carolina",35445.0,16585.0,14169.0,4618.0,386.0,27.0,662.0,0.56307691,0500000US37165
1878,"Watauga County, North Carolina",53421.0,51228.0,1154.0,547.0,812.0,68.0,861.0,0.38241309,0500000US37189
1879,"Halifax County, North Carolina",52300.0,21600.0,28317.0,2574.0,604.0,51.0,361.0,0.52859956,0500000US37083
1880,"Alamance County, North Carolina",157844.0,114758.0,32502.0,1914.0,2782.0,129.0,10311.0,0.82633162,0500000US37001
1881,"Tyrrell County, North Carolina",4090.0,2353.0,1555.0,65.0,16.0,0.0,201.0,0.58620691,0500000US37177
1882,"Greene County, North Carolina",21059.0,12782.0,7907.0,220.0,122.0,8.0,687.0,0.56,0500000US37079
1883,"Haywood County, North Carolina",59854.0,58063.0,860.0,664.0,366.0,63.0,643.0,0.55009103,0500000US37087
1884,"Mitchell County, North Carolina",15155.0,14810.0,161.0,116.0,140.0,41.0,138.0,0.55555558,0500000US37121
1885,"Chowan County, North Carolina",14370.0,9154.0,5061.0,183.0,25.0,2.0,170.0,0.58474576,0500000US37041
1886,"Alleghany County, North Carolina",10935.0,10117.0,324.0,231.0,31.0,7.0,333.0,0.51485151,0500000US37005
1887,"Caldwell County, North Carolina",81805.0,73783.0,4518.0,515.0,630.0,55.0,3228.0,0.81625605,0500000US37027
1888,"Catawba County, North Carolina",156182.0,126304.0,15150.0,1112.0,6858.0,189.0,10261.0,0.85879737,0500000US37035
1889,"Cleveland County, North Carolina",97038.0,74359.0,21199.0,560.0,1140.0,19.0,1278.0,0.70483154,0500000US37045
1890,"Craven County, North Carolina",103374.0,74789.0,23809.0,1534.0,3664.0,220.0,2343.0,0.87811148,0500000US37049
1891,"Edgecombe County, North Carolina",54032.0,21650.0,31618.0,260.0,174.0,28.0,1369.0,0.49496982,0500000US37065
1892,"Granville County, North Carolina",58503.0,37823.0,19740.0,816.0,492.0,136.0,2209.0,0.59645236,0500000US37077
1893,"Harnett County, North Carolina",128753.0,91023.0,29828.0,2260.0,2276.0,446.0,7906.0,0.84008491,0500000US37085
1894,"Hoke County, North Carolina",52571.0,26341.0,19059.0,5617.0,1145.0,215.0,3487.0,0.47381547,0500000US37093
1895,"Henderson County, North Carolina",112156.0,103699.0,4768.0,1045.0,1577.0,131.0,3068.0,0.85085303,0500000US37089
1896,"Hyde County, North Carolina",5507.0,3809.0,1743.0,7.0,1.0,0.0,1.0,0.53658533,0500000US37095
1897,"Iredell County, North Carolina",169798.0,140704.0,21930.0,1444.0,4807.0,131.0,3596.0,0.82839966,0500000US37097
1898,"Mecklenburg County, North Carolina",1034290.0,594462.0,340347.0,11566.0,65054.0,1613.0,54181.0,0.89567274,0500000US37119
1899,"Northampton County, North Carolina",20426.0,8396.0,11935.0,242.0,71.0,3.0,124.0,0.43956044,0500000US37131
1900,"Pitt County, North Carolina",176484.0,105390.0,63541.0,1276.0,4189.0,146.0,6166.0,0.84443778,0500000US37147
1901,"Rowan County, North Carolina",138940.0,110024.0,23788.0,1467.0,1860.0,80.0,4470.0,0.81952894,0500000US37159
1902,"Vance County, North Carolina",44420.0,20248.0,22801.0,858.0,291.0,16.0,977.0,0.58139533,0500000US37181
1903,"Cherokee County, North Carolina",27463.0,26266.0,511.0,800.0,247.0,0.0,236.0,0.45081967,0500000US37039
1904,"Currituck County, North Carolina",25247.0,23400.0,1714.0,314.0,290.0,23.0,219.0,0.54587156,0500000US37053
1905,"Union County, North Carolina",222095.0,185111.0,28077.0,1888.0,6868.0,179.0,5138.0,0.93458146,0500000US37179
1906,"Wilkes County, North Carolina",68525.0,63497.0,3439.0,450.0,417.0,101.0,1830.0,0.78623003,0500000US37193
1907,"Forsyth County, North Carolina",368362.0,250746.0,99988.0,3338.0,9772.0,804.0,11926.0,0.82717836,0500000US37067
1908,"Nash County, North Carolina",94125.0,51246.0,38490.0,1229.0,1113.0,99.0,4014.0,0.80582422,0500000US37127
1909,"Alexander County, North Carolina",37159.0,33113.0,2393.0,227.0,437.0,121.0,1321.0,0.63050848,0500000US37003
1910,"Bladen County, North Carolina",34130.0,19535.0,12206.0,1111.0,22.0,0.0,1779.0,0.48214287,0500000US37017
1911,"Dare County, North Carolina",35412.0,33215.0,1321.0,450.0,371.0,16.0,1062.0,0.45652172,0500000US37055
1912,"Carteret County, North Carolina",68699.0,62984.0,4710.0,855.0,1159.0,133.0,794.0,0.83500123,0500000US37031
1913,"Warren County, North Carolina",20190.0,8325.0,10531.0,1341.0,166.0,63.0,357.0,0.41279069,0500000US37185
1914,"Wilson County, North Carolina",81379.0,42673.0,33117.0,697.0,996.0,21.0,5425.0,0.78011823,0500000US37195
1915,"Bertie County, North Carolina",19913.0,7160.0,12443.0,205.0,139.0,1.0,155.0,0.5443786999999999,0500000US37015
1916,"Gates County, North Carolina",11601.0,7553.0,4053.0,140.0,129.0,16.0,51.0,0.50549448,0500000US37073
1917,"Graham County, North Carolina",8607.0,7643.0,39.0,949.0,0.0,2.0,32.0,0.44444442,0500000US37075
1918,"Martin County, North Carolina",23227.0,12799.0,9949.0,161.0,285.0,49.0,264.0,0.52282161,0500000US37117
1919,"Madison County, North Carolina",21347.0,20646.0,415.0,241.0,133.0,0.0,83.0,0.4715026,0500000US37115
1920,"Pamlico County, North Carolina",12803.0,9984.0,2565.0,123.0,102.0,103.0,263.0,0.40952381,0500000US37137
1921,"Perquimans County, North Carolina",13506.0,10085.0,3317.0,92.0,82.0,32.0,73.0,0.53061223,0500000US37143
1922,"Polk County, North Carolina",20434.0,18947.0,1087.0,178.0,117.0,9.0,298.0,0.54922277,0500000US37149
1923,"Randolph County, North Carolina",142827.0,123583.0,10279.0,1787.0,1892.0,73.0,8199.0,0.82860285,0500000US37151
1924,"Rockingham County, North Carolina",91566.0,71014.0,18242.0,951.0,730.0,101.0,2425.0,0.6959179,0500000US37157
1925,"Stokes County, North Carolina",46124.0,43654.0,2218.0,459.0,204.0,20.0,415.0,0.62995595,0500000US37169
1926,"Washington County, North Carolina",12331.0,6208.0,6147.0,39.0,20.0,0.0,351.0,0.53389829,0500000US37187
1927,"Camden County, North Carolina",10336.0,8592.0,1488.0,43.0,274.0,0.0,36.0,0.52577323,0500000US37029
1928,"Clay County, North Carolina",10753.0,10555.0,179.0,12.0,0.0,0.0,10.0,0.58474576,0500000US37043
1929,"Cumberland County, North Carolina",332766.0,185244.0,133215.0,10578.0,13119.0,2114.0,9917.0,0.86373413,0500000US37051
1930,"Gaston County, North Carolina",214049.0,169211.0,36910.0,2156.0,4000.0,250.0,7159.0,0.85023397,0500000US37071
1931,"Guilford County, North Carolina",517197.0,299522.0,181729.0,6566.0,27239.0,1003.0,15225.0,0.76566255,0500000US37081
1932,"Jackson County, North Carolina",41725.0,35874.0,1519.0,4320.0,490.0,31.0,714.0,0.47058824,0500000US37099
1933,"Moore County, North Carolina",94191.0,79172.0,12705.0,1710.0,1560.0,28.0,906.0,0.85698378,0500000US37125
1934,"Pasquotank County, North Carolina",39546.0,24145.0,15006.0,137.0,815.0,231.0,285.0,0.54621851,0500000US37139
1935,"Robeson County, North Carolina",134187.0,41121.0,33417.0,54666.0,1139.0,96.0,7046.0,0.58052886,0500000US37155
1936,"Stanly County, North Carolina",60875.0,52110.0,7363.0,443.0,1318.0,10.0,590.0,0.5810526,0500000US37167
1937,"Swain County, North Carolina",14208.0,9703.0,173.0,4692.0,79.0,8.0,233.0,0.51886791,0500000US37173
1938,"Wake County, North Carolina",1023811.0,704150.0,223403.0,10484.0,75591.0,1310.0,39467.0,0.93096709,0500000US37183
1939,"Yancey County, North Carolina",17605.0,17057.0,209.0,146.0,64.0,45.0,259.0,0.43930638,0500000US37199
1940,"Anson County, North Carolina",25531.0,12477.0,12646.0,229.0,303.0,20.0,176.0,0.45959595,0500000US37007
1941,"Chatham County, North Carolina",68364.0,56520.0,9198.0,785.0,1395.0,111.0,2448.0,0.86930001,0500000US37037
1942,"McDowell County, North Carolina",45069.0,41571.0,1902.0,374.0,435.0,13.0,1242.0,0.53293413,0500000US37111
1943,"Franklin County, North Carolina",63866.0,44523.0,17216.0,1455.0,643.0,112.0,1929.0,0.52350426,0500000US37069
1944,"Johnston County, North Carolina",186308.0,148701.0,31311.0,2242.0,1966.0,158.0,6855.0,0.76374274,0500000US37101
