,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate (%)
1584,"Washington County, Missouri",24968.0,40.6,37810.0,18314.0,4749.0,19.020346042934957
1585,"Audrain County, Missouri",25763.0,39.6,44056.0,21226.0,3953.0,15.34370997166479
1586,"Christian County, Missouri",83028.0,37.6,55761.0,26628.0,8588.0,10.343498578792696
1587,"DeKalb County, Missouri",12564.0,40.5,46517.0,18994.0,1135.0,9.033747214262974
1588,"Greene County, Missouri",286759.0,35.7,43175.0,25529.0,50765.0,17.703018911350647
1589,"Harrison County, Missouri",8615.0,42.8,42889.0,20947.0,1527.0,17.72489843296576
1590,"Lafayette County, Missouri",32655.0,42.2,52557.0,27260.0,4081.0,12.497320471596998
1591,"St. Clair County, Missouri",9396.0,50.0,35066.0,20827.0,2017.0,21.46658152405279
1592,"Adair County, Missouri",25437.0,27.3,38750.0,21778.0,5943.0,23.363604198608325
1593,"Schuyler County, Missouri",4450.0,40.6,38848.0,19882.0,803.0,18.04494382022472
1594,"Scotland County, Missouri",4883.0,37.2,42939.0,23785.0,792.0,16.219537169772682
1595,"Sullivan County, Missouri",6382.0,41.5,42034.0,21168.0,989.0,15.49670949545597
1596,"Camden County, Missouri",44855.0,51.0,50496.0,25492.0,7753.0,17.284583658455023
1597,"Clark County, Missouri",6807.0,43.8,45216.0,26253.0,1023.0,15.02864698104892
1598,"Jasper County, Missouri",118522.0,35.9,45328.0,23390.0,20083.0,16.94453350432831
1599,"Jefferson County, Missouri",222639.0,38.8,60765.0,27443.0,24077.0,10.814367653465924
1600,"Lewis County, Missouri",10078.0,40.1,47148.0,22083.0,1418.0,14.070252034133757
1601,"McDonald County, Missouri",22753.0,38.3,41207.0,19577.0,4269.0,18.762361007339692
1602,"New Madrid County, Missouri",18030.0,41.3,33846.0,20261.0,4240.0,23.516361619523018
1603,"Perry County, Missouri",19135.0,40.5,54935.0,24846.0,1530.0,7.99581917951398
1604,"Polk County, Missouri",31347.0,37.5,44805.0,21357.0,4309.0,13.746132006252592
1605,"Ralls County, Missouri",10208.0,44.7,50161.0,24687.0,1342.0,13.14655172413793
1606,"Ray County, Missouri",22859.0,41.8,57270.0,26781.0,3527.0,15.42937136357671
1607,"Stone County, Missouri",31529.0,52.7,43292.0,26052.0,3999.0,12.68356116591075
1608,"Reynolds County, Missouri",6361.0,46.0,40265.0,21593.0,1067.0,16.774092123879893
1609,"St. Louis County, Missouri",999539.0,40.3,62931.0,38081.0,95974.0,9.601826441989758
1610,"Scott County, Missouri",38858.0,40.0,41628.0,22939.0,7646.0,19.676771835915385
1611,"Barry County, Missouri",35398.0,43.2,40638.0,20840.0,7141.0,20.173456127464828
1612,"Barton County, Missouri",11942.0,40.6,41184.0,24628.0,2460.0,20.599564562049906
1613,"Boone County, Missouri",174589.0,30.6,52005.0,28495.0,30979.0,17.743958668644645
1614,"Cedar County, Missouri",13862.0,44.0,35930.0,20228.0,3079.0,22.211802048766412
1615,"Cole County, Missouri",76749.0,38.2,54216.0,27559.0,9027.0,11.761716765039283
1616,"Crawford County, Missouri",24387.0,41.6,37171.0,20799.0,4803.0,19.69491942428343
1617,"Gasconade County, Missouri",14769.0,45.9,50687.0,25963.0,1726.0,11.686640937097975
1618,"Iron County, Missouri",10286.0,45.3,36457.0,19414.0,2083.0,20.25082636593428
1619,"Livingston County, Missouri",15025.0,40.7,45929.0,22248.0,2469.0,16.43261231281198
1620,"Macon County, Missouri",15319.0,43.0,38903.0,20890.0,2563.0,16.73085710555519
1621,"Moniteau County, Missouri",15904.0,38.6,50897.0,21305.0,1730.0,10.877766599597585
1622,"Oregon County, Missouri",10779.0,46.3,32070.0,18309.0,2662.0,24.696168475739864
1623,"Pemiscot County, Missouri",17344.0,37.7,32468.0,18883.0,4859.0,28.015452029520294
1624,"Pettis County, Missouri",42309.0,37.9,43097.0,22304.0,7125.0,16.840388569807843
1625,"Ste. Genevieve County, Missouri",17882.0,43.0,50959.0,26418.0,2934.0,16.40756067553965
1626,"Shannon County, Missouri",8273.0,44.8,31202.0,17903.0,2483.0,30.0132962649583
1627,"Randolph County, Missouri",24987.0,39.2,44754.0,19984.0,3758.0,15.03982070676752
1628,"Douglas County, Missouri",13391.0,47.3,33003.0,18095.0,2718.0,20.29721454708386
1629,"Dunklin County, Missouri",30905.0,39.4,32348.0,18878.0,8025.0,25.96667205953729
1630,"Franklin County, Missouri",102413.0,40.7,53849.0,27209.0,10740.0,10.486949898938612
1631,"Henry County, Missouri",21834.0,44.0,41089.0,24371.0,4524.0,20.719978015938445
1632,"Howard County, Missouri",10144.0,38.9,50356.0,23430.0,1551.0,15.289826498422713
1633,"Jackson County, Missouri",688554.0,36.6,50652.0,28965.0,108026.0,15.688820339435978
1634,"Lawrence County, Missouri",38131.0,39.7,41673.0,21022.0,6387.0,16.75015079594031
1635,"Miller County, Missouri",24947.0,41.1,41461.0,23346.0,4061.0,16.278510442137332
1636,"Pulaski County, Missouri",53132.0,27.6,51137.0,21716.0,5567.0,10.477678235338402
1637,"Putnam County, Missouri",4846.0,46.7,37028.0,20729.0,808.0,16.673545191910854
1638,"Taney County, Missouri",54308.0,41.9,39661.0,21381.0,8996.0,16.564778669809236
1639,"Texas County, Missouri",25714.0,42.3,35571.0,17918.0,6102.0,23.73026366959633
1640,"Buchanan County, Missouri",89425.0,37.1,48652.0,24271.0,14698.0,16.43611965334079
1641,"Caldwell County, Missouri",9046.0,42.9,44975.0,24200.0,1160.0,12.823347335839046
1642,"Callaway County, Missouri",44793.0,38.3,53180.0,24208.0,5012.0,11.189248320050007
1643,"Cass County, Missouri",101888.0,39.5,65352.0,30618.0,9492.0,9.316111809045227
1644,"Clinton County, Missouri",20495.0,41.1,57591.0,27655.0,2190.0,10.685533056843132
1645,"Cooper County, Missouri",17620.0,39.2,46547.0,22371.0,1787.0,10.141884222474461
1646,"Dallas County, Missouri",16441.0,43.5,41441.0,19647.0,2553.0,15.52825253938325
1647,"Gentry County, Missouri",6688.0,41.3,43777.0,20903.0,1180.0,17.64354066985646
1648,"Hickory County, Missouri",9352.0,54.8,34746.0,19711.0,2143.0,22.914884516680925
1649,"Lincoln County, Missouri",54800.0,37.3,58603.0,24023.0,7122.0,12.996350364963504
1650,"Mississippi County, Missouri",13916.0,39.4,32212.0,17918.0,3843.0,27.61569416498994
1651,"Monroe County, Missouri",8676.0,45.2,42011.0,22255.0,1109.0,12.782388197325957
1652,"Newton County, Missouri",58237.0,39.4,46723.0,25837.0,7389.0,12.687810155056065
1653,"Ozark County, Missouri",9328.0,51.1,32021.0,17857.0,2549.0,27.326329331046313
1654,"Pike County, Missouri",18517.0,39.2,45112.0,20947.0,2444.0,13.19868229194794
1655,"St. Charles County, Missouri",385115.0,38.0,78380.0,35628.0,21362.0,5.546914557989172
1656,"Mercer County, Missouri",3669.0,43.6,43314.0,20374.0,634.0,17.2799127827746
1657,"Madison County, Missouri",12226.0,41.7,37484.0,20081.0,2241.0,18.32978897431703
1658,"Wright County, Missouri",18304.0,42.0,31290.0,19805.0,4493.0,24.546547202797203
1659,"Clay County, Missouri",236068.0,36.8,65675.0,31953.0,20693.0,8.765694630360743
1660,"Vernon County, Missouri",20665.0,40.7,41479.0,22369.0,3018.0,14.604403580933946
1661,"Dent County, Missouri",15566.0,44.1,38829.0,20908.0,3178.0,20.416291918283438
1662,"Saline County, Missouri",23010.0,37.9,41567.0,21729.0,3759.0,16.336375488917863
1663,"Nodaway County, Missouri",22744.0,29.0,41370.0,21056.0,4438.0,19.51283855082659
1664,"Worth County, Missouri",2053.0,47.5,48214.0,22961.0,299.0,14.564052605942523
1665,"Chariton County, Missouri",7586.0,45.7,43186.0,23463.0,1038.0,13.683100448194041
1666,"Grundy County, Missouri",10111.0,40.9,41092.0,22014.0,2008.0,19.859558896251606
1667,"Morgan County, Missouri",20097.0,46.4,34776.0,20055.0,5011.0,24.93406976165597
1668,"Wayne County, Missouri",13369.0,46.9,35135.0,18897.0,3065.0,22.926172488593014
1669,"Bollinger County, Missouri",12347.0,43.9,40791.0,20687.0,2438.0,19.745687211468372
1670,"Cape Girardeau County, Missouri",78013.0,36.3,49554.0,25965.0,13251.0,16.985630600028202
1671,"Shelby County, Missouri",6084.0,41.9,42593.0,22349.0,899.0,14.77646285338593
1672,"Webster County, Missouri",37558.0,37.4,45185.0,20468.0,6694.0,17.823100271579957
1673,"Atchison County, Missouri",5335.0,47.8,45259.0,28209.0,634.0,11.883786316776007
1674,"Bates County, Missouri",16405.0,41.6,45605.0,25873.0,2296.0,13.995733008229198
1675,"Benton County, Missouri",18918.0,53.2,35097.0,20163.0,3456.0,18.268315889628926
1676,"Custer County, Montana",11895.0,41.0,53050.0,28501.0,1124.0,9.449348465741908
1677,"Hill County, Montana",16468.0,34.4,45269.0,21780.0,3393.0,20.603594850619384
1678,"Chouteau County, Montana",5812.0,40.9,39577.0,22014.0,1163.0,20.010323468685478
1679,"Treasure County, Montana",790.0,49.2,42454.0,22880.0,134.0,16.962025316455698
1680,"Phillips County, Montana",4139.0,46.4,42101.0,22369.0,732.0,17.68543126359024
1681,"Powder River County, Montana",1610.0,51.4,51136.0,31211.0,129.0,8.012422360248447
1682,"Lincoln County, Montana",19249.0,52.1,36934.0,22483.0,3120.0,16.208634214764402
1683,"Park County, Montana",16001.0,46.4,44920.0,29181.0,2135.0,13.342916067745765
1684,"Roosevelt County, Montana",11218.0,30.2,39219.0,18030.0,3176.0,28.311642003922266
1685,"Blaine County, Montana",6646.0,34.0,35506.0,17059.0,2142.0,32.22991272946133
1686,"Liberty County, Montana",2245.0,48.4,46641.0,36525.0,309.0,13.763919821826281
1687,"Sweet Grass County, Montana",3646.0,50.1,49761.0,28065.0,376.0,10.312671420735052
1688,"Richland County, Montana",11405.0,38.0,66572.0,33709.0,669.0,5.865848312143797
1689,"Teton County, Montana",6040.0,44.5,51060.0,26884.0,583.0,9.652317880794701
1690,"Prairie County, Montana",1325.0,51.0,50850.0,28366.0,130.0,9.81132075471698
1691,"Toole County, Montana",5031.0,41.9,46735.0,26354.0,721.0,14.331146889286424
1692,"Glacier County, Montana",13677.0,31.0,29201.0,16737.0,4437.0,32.44132485194122
1693,"Fallon County, Montana",2925.0,38.1,56806.0,32371.0,164.0,5.6068376068376065
1694,"Daniels County, Montana",1788.0,45.5,53591.0,36108.0,81.0,4.530201342281879
1695,"Stillwater County, Montana",9342.0,46.5,61998.0,31583.0,600.0,6.422607578676943
1696,"Golden Valley County, Montana",747.0,54.0,43854.0,25110.0,136.0,18.20615796519411
1697,"Judith Basin County, Montana",1965.0,51.7,43281.0,28709.0,273.0,13.893129770992367
1698,"Silver Bow County, Montana",34514.0,39.9,40480.0,26248.0,6442.0,18.66488961001333
1699,"Deer Lodge County, Montana",9131.0,47.4,41235.0,25107.0,1605.0,17.57748329865294
1700,"Jefferson County, Montana",11625.0,47.9,64911.0,32387.0,1139.0,9.79784946236559
1701,"Granite County, Montana",3206.0,53.1,49063.0,29144.0,312.0,9.731752963194012
1702,"McCone County, Montana",1728.0,49.1,46193.0,28230.0,127.0,7.349537037037037
1703,"Wheatland County, Montana",2108.0,39.4,37222.0,20165.0,411.0,19.497153700189752
1704,"Madison County, Montana",7902.0,53.0,47900.0,31620.0,832.0,10.52898000506201
1705,"Rosebud County, Montana",9292.0,36.5,54709.0,23832.0,1755.0,18.887214808437367
1706,"Sheridan County, Montana",3568.0,46.9,51940.0,32833.0,428.0,11.995515695067265
1707,"Carter County, Montana",1320.0,51.6,45347.0,30659.0,152.0,11.515151515151516
1708,"Dawson County, Montana",9324.0,41.9,59622.0,29130.0,1088.0,11.668811668811669
1709,"Big Horn County, Montana",13290.0,29.9,47276.0,17905.0,3504.0,26.36568848758465
1710,"Broadwater County, Montana",5755.0,46.3,55295.0,32268.0,448.0,7.784535186794092
1711,"Lake County, Montana",29518.0,41.8,42582.0,24348.0,6109.0,20.69584660207331
1712,"Lewis and Clark County, Montana",66290.0,41.1,60789.0,31252.0,7409.0,11.176648061547745
1713,"Pondera County, Montana",6081.0,40.5,44597.0,22866.0,1136.0,18.6811379707285
1714,"Yellowstone County, Montana",156332.0,38.3,57955.0,32296.0,15432.0,9.871299542000358
1715,"Missoula County, Montana",114231.0,35.4,49412.0,29681.0,17695.0,15.490541096549974
1716,"Ravalli County, Montana",41387.0,48.5,44733.0,25151.0,6562.0,15.855220238239061
1717,"Valley County, Montana",7561.0,44.4,55267.0,29096.0,546.0,7.221267028170877
1718,"Cascade County, Montana",81816.0,38.4,46827.0,28350.0,10410.0,12.723672631270167
1719,"Fergus County, Montana",11327.0,45.7,47110.0,27491.0,1640.0,14.478679261940496
1720,"Garfield County, Montana",1086.0,43.8,47188.0,29896.0,55.0,5.064456721915286
1721,"Mineral County, Montana",4194.0,52.1,40117.0,22894.0,834.0,19.88555078683834
1722,"Petroleum County, Montana",453.0,51.7,46429.0,31549.0,45.0,9.933774834437086
1723,"Powell County, Montana",6852.0,45.6,44352.0,23990.0,761.0,11.10624635143024
1724,"Sanders County, Montana",11414.0,52.7,36445.0,23020.0,2378.0,20.834063430874366
1725,"Wibaux County, Montana",1121.0,49.4,47132.0,24662.0,116.0,10.347903657448706
1726,"Gallatin County, Montana",100733.0,33.4,59397.0,33181.0,12625.0,12.533132141403513
1727,"Meagher County, Montana",2000.0,43.9,41343.0,20095.0,313.0,15.65
1728,"Carbon County, Montana",10466.0,50.0,56988.0,31697.0,1031.0,9.850945920122301
1729,"Beaverhead County, Montana",9360.0,43.0,43880.0,28420.0,1433.0,15.30982905982906
1730,"Flathead County, Montana",96147.0,42.3,51410.0,28379.0,12886.0,13.402394250470634
1731,"Musselshell County, Montana",4766.0,49.1,38156.0,23908.0,812.0,17.03734788082249
1732,"Garden County, Nebraska",1913.0,51.7,48125.0,35602.0,218.0,11.395713538944067
1733,"Hooker County, Nebraska",684.0,58.0,41607.0,27714.0,114.0,16.666666666666668
1734,"Morrill County, Nebraska",4903.0,42.9,44201.0,25120.0,444.0,9.055680195798491
1735,"Nemaha County, Nebraska",7041.0,38.0,55536.0,28572.0,751.0,10.666098565544667
1736,"Seward County, Nebraska",17045.0,38.3,63095.0,29398.0,1436.0,8.424757993546494
1737,"Thomas County, Nebraska",643.0,42.1,53173.0,29243.0,80.0,12.441679626749611
1738,"Dakota County, Nebraska",20529.0,33.8,52401.0,22463.0,3408.0,16.600906035364606
1739,"Webster County, Nebraska",3597.0,46.1,43831.0,26136.0,395.0,10.981373366694468
1740,"Antelope County, Nebraska",6406.0,45.9,46949.0,28091.0,729.0,11.379956290977209
1741,"Chase County, Nebraska",3803.0,44.4,54568.0,33708.0,297.0,7.8096239810675785
1742,"Butler County, Nebraska",8105.0,43.5,52448.0,27216.0,619.0,7.6372609500308455
1743,"Clay County, Nebraska",6264.0,43.5,54167.0,27275.0,682.0,10.887611749680715
1744,"Arthur County, Nebraska",421.0,43.3,41250.0,21799.0,46.0,10.926365795724466
1745,"Custer County, Nebraska",10836.0,43.5,48836.0,32605.0,1271.0,11.729420450350682
1746,"Franklin County, Nebraska",3019.0,50.7,49453.0,28635.0,391.0,12.951308380258364
1747,"Gage County, Nebraska",21632.0,44.2,52223.0,27424.0,1925.0,8.898853550295858
1748,"Hamilton County, Nebraska",9149.0,42.3,61944.0,31989.0,643.0,7.028090501694174
1749,"Loup County, Nebraska",537.0,52.8,58625.0,29248.0,48.0,8.938547486033519
1750,"Jefferson County, Nebraska",7276.0,45.7,46576.0,26859.0,755.0,10.376580538757558
1751,"Kearney County, Nebraska",6547.0,40.6,53207.0,31234.0,605.0,9.240873682602718
1752,"Keith County, Nebraska",8129.0,49.7,45078.0,27890.0,1051.0,12.929019559601427
1753,"Madison County, Nebraska",35062.0,36.9,49865.0,26093.0,5440.0,15.51537276823912
1754,"Perkins County, Nebraska",2904.0,43.3,58125.0,30923.0,137.0,4.71763085399449
1755,"Phelps County, Nebraska",9163.0,42.1,56408.0,30166.0,626.0,6.831823638546328
1756,"Saunders County, Nebraska",20953.0,41.0,65015.0,31163.0,1860.0,8.877010451963919
1757,"Scotts Bluff County, Nebraska",36509.0,39.5,47975.0,26532.0,4698.0,12.868059930428114
1758,"Wayne County, Nebraska",9409.0,31.7,58093.0,27292.0,1102.0,11.712190455946434
1759,"Keya Paha County, Nebraska",720.0,50.2,48864.0,28981.0,55.0,7.638888888888889
1760,"Kimball County, Nebraska",3688.0,46.0,43017.0,24011.0,412.0,11.171366594360087
1761,"Knox County, Nebraska",8496.0,47.2,48072.0,27283.0,1018.0,11.98210922787194
1762,"Lincoln County, Nebraska",35569.0,40.4,55875.0,29687.0,4373.0,12.294413674829205
1763,"Merrick County, Nebraska",7829.0,43.5,53536.0,27223.0,759.0,9.694724741346276
1764,"Pierce County, Nebraska",7175.0,41.7,55417.0,28766.0,479.0,6.67595818815331
1765,"Sioux County, Nebraska",1256.0,51.6,45375.0,26852.0,156.0,12.420382165605096
1766,"Burt County, Nebraska",6546.0,46.6,50174.0,26421.0,791.0,12.083715245951726
1767,"Cass County, Nebraska",25513.0,41.9,68284.0,32509.0,1584.0,6.208599537490691
1768,"Cuming County, Nebraska",9039.0,44.0,50734.0,28762.0,705.0,7.799535346830401
1769,"Dixon County, Nebraska",5765.0,42.2,57036.0,26094.0,585.0,10.147441457068517
1770,"Dundy County, Nebraska",2017.0,43.6,44653.0,26949.0,208.0,10.312345066931085
1771,"Grant County, Nebraska",682.0,48.6,45833.0,22693.0,138.0,20.234604105571847
1772,"Greeley County, Nebraska",2436.0,45.9,47218.0,25544.0,236.0,9.688013136288998
1773,"Hall County, Nebraska",61233.0,35.8,53807.0,26419.0,8133.0,13.282053794522561
1774,"Hayes County, Nebraska",957.0,42.7,44946.0,27183.0,86.0,8.986415882967608
1775,"Otoe County, Nebraska",15875.0,41.7,54605.0,28567.0,1555.0,9.795275590551181
1776,"Red Willow County, Nebraska",10870.0,40.8,42882.0,25006.0,1220.0,11.223551057957682
1777,"Cedar County, Nebraska",8561.0,44.1,57208.0,29694.0,810.0,9.461511505665227
1778,"Dawes County, Nebraska",8972.0,34.0,46146.0,24811.0,1129.0,12.58359340169416
1779,"Johnson County, Nebraska",5200.0,41.1,49564.0,22398.0,405.0,7.788461538461538
1780,"Cheyenne County, Nebraska",10012.0,40.7,58770.0,32995.0,1078.0,10.767079504594486
1781,"Dawson County, Nebraska",23925.0,35.8,51238.0,24912.0,3214.0,13.433646812957157
1782,"Garfield County, Nebraska",1958.0,51.4,46509.0,25856.0,137.0,6.996935648621042
1783,"McPherson County, Nebraska",432.0,48.5,60714.0,27241.0,69.0,15.972222222222221
1784,"Nance County, Nebraska",3569.0,45.4,45428.0,26852.0,405.0,11.347716447184085
1785,"Pawnee County, Nebraska",2704.0,50.1,42176.0,27196.0,546.0,20.192307692307693
1786,"Stanton County, Nebraska",6020.0,41.0,57534.0,29517.0,568.0,9.435215946843854
1787,"Valley County, Nebraska",4252.0,46.0,50270.0,27271.0,482.0,11.335841956726247
1788,"Wheeler County, Nebraska",846.0,50.2,49706.0,28257.0,22.0,2.600472813238771
1789,"Harlan County, Nebraska",3469.0,49.5,46750.0,26375.0,441.0,12.712597290285386
1790,"York County, Nebraska",13832.0,40.9,59966.0,28298.0,1253.0,9.058704453441296
1791,"Blaine County, Nebraska",502.0,46.8,52000.0,28503.0,49.0,9.760956175298805
1792,"Buffalo County, Nebraska",48834.0,32.9,55053.0,28553.0,6669.0,13.656468853667526
1793,"Colfax County, Nebraska",10616.0,33.7,54876.0,23393.0,849.0,7.997362471740769
1794,"Deuel County, Nebraska",1901.0,46.1,53438.0,28225.0,207.0,10.889005786428196
1795,"Hitchcock County, Nebraska",2860.0,47.1,41582.0,25290.0,398.0,13.916083916083917
1796,"Logan County, Nebraska",919.0,38.9,50278.0,24624.0,88.0,9.57562568008705
1797,"Platte County, Nebraska",32875.0,38.3,58679.0,28187.0,2777.0,8.447148288973384
1798,"Polk County, Nebraska",5244.0,45.5,63667.0,32424.0,389.0,7.418001525553013
1799,"Thayer County, Nebraska",5133.0,48.2,48151.0,31129.0,545.0,10.617572569647379
1800,"Box Butte County, Nebraska",11200.0,40.5,56328.0,28483.0,1195.0,10.669642857142858
1801,"Brown County, Nebraska",3058.0,48.9,42773.0,29664.0,480.0,15.696533682145192
1802,"Adams County, Nebraska",31564.0,37.9,51721.0,28085.0,3698.0,11.715878849322012
1803,"Sheridan County, Nebraska",5241.0,46.1,41209.0,25817.0,816.0,15.569547796222095
1804,"Lancaster County, Nebraska",306357.0,33.2,55747.0,29901.0,40887.0,13.3461941460453
1805,"Boone County, Nebraska",5357.0,45.0,53854.0,28861.0,381.0,7.11218965839089
1806,"Nuckolls County, Nebraska",4318.0,49.4,42055.0,24426.0,451.0,10.444650301065309
1807,"Rock County, Nebraska",1381.0,51.9,52361.0,33867.0,128.0,9.268645908761767
1808,"Banner County, Nebraska",728.0,48.1,55000.0,30736.0,65.0,8.928571428571429
1809,"Frontier County, Nebraska",2624.0,45.5,52090.0,27900.0,270.0,10.289634146341463
1810,"Sherman County, Nebraska",3048.0,49.3,48704.0,27983.0,318.0,10.433070866141732
1811,"Douglas County, Nebraska",549706.0,34.3,58640.0,32023.0,72562.0,13.200146987662496
1812,"Richardson County, Nebraska",8045.0,47.6,46839.0,28109.0,1289.0,16.022374145431947
1813,"Howard County, Nebraska",6385.0,43.3,53648.0,26734.0,646.0,10.117462803445575
1814,"Holt County, Nebraska",10293.0,44.1,52050.0,27858.0,899.0,8.734091129894102
1815,"Furnas County, Nebraska",4814.0,46.1,43400.0,24522.0,636.0,13.211466555878687
1816,"Gosper County, Nebraska",2019.0,49.5,61769.0,31901.0,113.0,5.596830113917781
1817,"Saline County, Nebraska",14325.0,36.0,50932.0,22324.0,1544.0,10.778359511343805
1818,"Sarpy County, Nebraska",175188.0,34.2,75752.0,33103.0,9155.0,5.225814553508231
1819,"Thurston County, Nebraska",7055.0,28.1,44701.0,19380.0,2124.0,30.106307583274273
1820,"Washington County, Nebraska",20414.0,41.2,66485.0,33136.0,1959.0,9.596355442343489
1821,"Boyd County, Nebraska",2049.0,52.1,48750.0,26413.0,197.0,9.614446071254271
1822,"Cherry County, Nebraska",5792.0,43.8,53226.0,27891.0,515.0,8.89157458563536
1823,"Dodge County, Nebraska",36576.0,39.1,51748.0,27162.0,4677.0,12.787073490813649
1824,"Fillmore County, Nebraska",5603.0,47.5,56750.0,30874.0,531.0,9.477065857576298
1825,"Cheshire County, New Hampshire",76109.0,42.5,60148.0,32072.0,7297.0,9.587565202538464
1826,"Merrimack County, New Hampshire",147958.0,42.8,69856.0,34475.0,10899.0,7.366279619892132
1827,"Grafton County, New Hampshire",89280.0,42.9,61036.0,35255.0,8993.0,10.072804659498209
1828,"Rockingham County, New Hampshire",302479.0,44.1,85619.0,43474.0,14402.0,4.761322273612383
1829,"Belknap County, New Hampshire",60383.0,46.7,65834.0,33849.0,5421.0,8.977692396866669
1830,"Sullivan County, New Hampshire",43073.0,46.1,59419.0,31301.0,3953.0,9.177442945696841
1831,"Hillsborough County, New Hampshire",406371.0,40.5,75777.0,37622.0,34076.0,8.385440890221005
1832,"Strafford County, New Hampshire",126552.0,37.0,67805.0,32540.0,11127.0,8.792433150009483
1833,"Coos County, New Hampshire",32119.0,48.0,45386.0,25895.0,3989.0,12.419440206731219
1834,"Carroll County, New Hampshire",47524.0,51.4,58139.0,35646.0,4313.0,9.075414527396683
1835,"Churchill County, Nevada",24022.0,38.9,46914.0,25211.0,3245.0,13.508450586961951
1836,"Douglas County, Nevada",47632.0,50.8,61176.0,35727.0,4647.0,9.756046355391334
1837,"Lander County, Nevada",5887.0,37.8,79865.0,30256.0,769.0,13.06268048241889
1838,"Pershing County, Nevada",6661.0,43.1,52308.0,19201.0,709.0,10.644047440324275
1839,"Esmeralda County, Nevada",1102.0,48.0,39405.0,23755.0,75.0,6.805807622504537
1840,"Eureka County, Nevada",1728.0,47.3,67159.0,35606.0,173.0,10.011574074074074
1841,"Humboldt County, Nevada",17088.0,35.6,69324.0,29215.0,1535.0,8.982911985018726
1842,"Mineral County, Nevada",4471.0,46.7,39375.0,22791.0,894.0,19.995526727801387
1843,"White Pine County, Nevada",9858.0,39.4,60358.0,25350.0,1092.0,11.077297626293365
1844,"Elko County, Nevada",52377.0,34.1,76178.0,32498.0,5931.0,11.323672604387422
1845,"Lincoln County, Nevada",5203.0,41.6,52971.0,27218.0,568.0,10.916778781472228
1846,"Nye County, Nevada",43296.0,51.6,44225.0,23740.0,7388.0,17.063932002956392
1847,"Storey County, Nevada",3891.0,54.7,63607.0,36388.0,300.0,7.710100231303007
1848,"Washoe County, Nevada",445551.0,38.0,58595.0,31879.0,58642.0,13.161680705463572
1849,"Clark County, Nevada",2112436.0,36.9,54882.0,27719.0,304449.0,14.412223612928392
1850,"Carson City, Nevada",54219.0,43.0,49341.0,28044.0,7698.0,14.197974879654733
1851,"Lyon County, Nevada",52303.0,43.8,50920.0,25063.0,7148.0,13.666520084889967
1852,"Monmouth County, New Jersey",627551.0,42.8,91807.0,46736.0,47055.0,7.498195365794971
1853,"Mercer County, New Jersey",373362.0,38.6,77027.0,40064.0,40450.0,10.833989532946577
1854,"Sussex County, New Jersey",143570.0,44.1,89238.0,41272.0,7573.0,5.274778853520931
1855,"Cumberland County, New Jersey",154952.0,36.8,50000.0,23012.0,26781.0,17.2834168000413
1856,"Somerset County, New Jersey",333316.0,41.3,106046.0,51923.0,15745.0,4.7237456347730085
1857,"Essex County, New Jersey",800401.0,37.3,57365.0,35133.0,130583.0,16.314697257999427
1858,"Ocean County, New Jersey",589699.0,42.9,65771.0,33312.0,63181.0,10.714110079888215
1859,"Atlantic County, New Jersey",272926.0,41.1,57514.0,29941.0,40750.0,14.930787099799947
1860,"Gloucester County, New Jersey",291372.0,39.9,81489.0,36205.0,22815.0,7.830196449899098
1861,"Middlesex County, New Jersey",837288.0,38.1,83133.0,36558.0,69297.0,8.27636368847995
1862,"Salem County, New Jersey",63776.0,41.9,63934.0,31681.0,8860.0,13.892373306573006
1863,"Passaic County, New Jersey",510563.0,36.7,63339.0,29393.0,85639.0,16.7734442174619
1864,"Cape May County, New Jersey",94549.0,48.7,62332.0,36256.0,9796.0,10.360765317454442
1865,"Camden County, New Jersey",510996.0,38.5,65037.0,32931.0,65858.0,12.888163508129223
1866,"Bergen County, New Jersey",937920.0,41.6,91572.0,46601.0,66918.0,7.1347236438075745
1867,"Union County, New Jersey",557320.0,38.3,73376.0,38163.0,56826.0,10.196296562118711
1868,"Warren County, New Jersey",107088.0,43.5,75500.0,37001.0,8602.0,8.032646048109966
1869,"Hudson County, New Jersey",679756.0,34.9,62681.0,35910.0,115254.0,16.955201572328896
1870,"Hunterdon County, New Jersey",125717.0,45.9,110969.0,54200.0,5403.0,4.2977481168020235
1871,"Burlington County, New Jersey",449192.0,41.4,82839.0,39528.0,28066.0,6.248107713405403
1872,"Morris County, New Jersey",498847.0,42.3,107034.0,53491.0,22800.0,4.570539664466259
1873,"San Juan County, New Mexico",128221.0,34.6,49686.0,22665.0,26248.0,20.47090570187411
1874,"Quay County, New Mexico",8447.0,46.1,26663.0,18220.0,1805.0,21.36853320705576
1875,"Lincoln County, New Mexico",19497.0,50.9,42145.0,26820.0,2987.0,15.320305688054573
1876,"Chaves County, New Mexico",65454.0,35.3,42177.0,21177.0,13488.0,20.60683839031992
1877,"Lea County, New Mexico",69505.0,31.7,59285.0,24507.0,10794.0,15.529817998705129
1878,"Santa Fe County, New Mexico",147514.0,45.3,57945.0,35801.0,20817.0,14.11188090621907
1879,"Union County, New Mexico",4216.0,40.2,38240.0,23180.0,508.0,12.049335863377609
1880,"Sierra County, New Mexico",11254.0,55.9,29690.0,22749.0,2322.0,20.632663941709616
